#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Chromosomes	Organelles	Plasmids	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Heterodera glycines	51029	PRJNA28939	28939	Animals	Roundworms	81.908	37.5	GCA_000150805.1	-	-	-	ABLA01	34708	-	-	2008/03/20	2014/08/06	Scaffold	Monsanto	SAMN02953723
Moniliophthora perniciosa FA553	554373	PRJNA28951	28951	Fungi	Basidiomycetes	26.6633	47.8	GCA_000183025.1	-	-	-	ABRE01	25056	16443	13560	2008/12/02	2014/08/06	Contig	Universidade Estadual de Campinas (UNICAMP), Brazil	SAMN02953729
Agaricus bisporus var. bisporus H97	936046	PRJNA61005	61005	Fungi	Basidiomycetes	30.2337	46.5	GCA_000300575.1	-	-	-	AEOK01	29	10606	10448	2012/10/01	2014/08/01	Scaffold	JGI	SAMN02744070
Agaricus bisporus var. burnettii JB137-S8	597362	PRJNA61007	61007	Fungi	Basidiomycetes	32.6144	46.6	GCA_000300555.1	-	-	-	AEOL01	2016	11459	11278	2012/10/01	2014/08/04	Scaffold	JGI	SAMN00188834
Alternaria brassicicola ATCC 96836	622360	PRJNA34523	34523	Fungi	Ascomycetes	29.5365	50.7	GCA_000174375.1	-	-	-	ACIW01	3280	-	-	2009/03/10	2014/08/06	Contig	Washington University Genome Center (WUGC)	SAMN02953751
Diaphorina citri	121845	PRJNA29447	29447	Animals	Insects	485.705	38.5	GCA_000475195.1	-	-	-	AWGM01	161988	22786	20996	2013/09/29	2013/10/22	Scaffold	International Psyllid Genome Consortium	SAMN00100712
Arthroderma benhamiae CBS 112371	663331	PRJNA30573	30573	Fungi	Ascomycetes	22.2242	48.7	GCA_000151125.2	-	-	-	ABSU01	68	8041	7980	2010/03/17	2014/08/06	Scaffold	Arthroderma Genome Sequencing Consortium	SAMN02953733
Vicugna pacos	30538	PRJNA30567	30567	Animals	Mammals	2172.21	41.7	GCA_000164845.2	-	1	-	ABRR02	276726	32927	24512	2008/09/24	2014/08/04	Scaffold	Washington University (WashU)	SAMN01096418
Choloepus hoffmanni	9358	PRJNA30809	30809	Animals	Mammals	2458.93	39	GCA_000164785.1	-	-	-	ABVD01	481259	-	-	2008/09/15	2014/08/04	Scaffold	Broad Institute	SAMN02146716
Beauveria bassiana ARSEF 2860	655819	PRJNA38719	38719	Fungi	Ascomycetes	33.6978	51.5	GCA_000280675.1	-	-	-	ADAH01	237	10364	10364	2012/07/18	2014/07/23	Scaffold	Zhejiang University, China	SAMN02981247
Jatropha curcas	180498	PRJDA52543	52543	Plants	Land Plants	297.661	33.8	GCA_000208675.2	-	-	-	BABX02	39277	-	-	2011/01/07	2013/04/05	Scaffold	Kazusa DNA Research Institute	-
Serpula lacrymans var. lacrymans S7.9	578457	PRJNA32885	32885	Fungi	Basidiomycetes	42.7972	45.3	GCA_000218685.1	-	-	-	AEQB01	46	12923	12925	2011/06/16	2014/08/01	Scaffold	US DOE Joint Genome Institute (JGI-PGF)	SAMN02744068
Serpula lacrymans var. lacrymans S7.3	936435	PRJNA61241	61241	Fungi	Basidiomycetes	46.9938	45.3	GCA_000218725.1	-	-	-	AEQC01	2120	14481	14481	2011/06/16	2014/08/01	Scaffold	US DOE Joint Genome Institute (JGI-PGF)	SAMN02746105
Candida parapsilosis CDC317	578454	PRJEA32889	32889	Fungi	Ascomycetes	13.0785	38.7	GCA_000182765.1	-	-	-	CABE01	24	-	-	2008/12/14	2009/06/24	Contig	Wellcome Trust Sanger Institute	-
Nosema ceranae BRL01	578460	PRJNA32971	32971	Fungi	Other Fungi	7.86022	25.3	GCA_000182985.1	-	-	-	ACOL01	5465	2678	2060	2009/06/09	2014/08/04	Contig	USDA-ARS Bee Research Laboratory	SAMN00002233
Varroa destructor	109461	PRJNA33465	33465	Animals	Other Animals	294.134	41.1	GCA_000181155.1	-	-	-	ADDG01	-	-	-	2010/01/11	2014/08/04	Contig	Varroa Genome Sequencing Consortium	SAMN00002454
Candida tenuis ATCC 10573	590646	PRJNA33673	33673	Fungi	Ascomycetes	10.747	42.9	GCA_000223465.1	-	-	-	AEIM01	25	5547	6985	2011/08/16	2014/08/04	Scaffold	DOE Joint Genome Institute	SAMN00715317
Puccinia triticina 1-1 BBBD Race 1	630390	PRJNA36323	36323	Fungi	Basidiomycetes	162.949	46.4	GCA_000151525.1	-	-	-	ADAS01	24423	-	-	2009/11/18	2009/11/19	Scaffold	Broad Institute	SAMN02981248
Cucumis sativus	3659	PRJNA33619	33619	Plants	Land Plants	244.817	34.9662	GCA_000004075.1	-	4	-	ACHR01	45415	21387	20852	2009/10/20	2014/08/06	Scaffold	The Cucumber Genome Initiative	SAMN02953750
Cucumis sativus	3659	PRJNA40333	40333	Plants	Land Plants	323.986	39.5	GCA_000224045.1	-	-	-	ACYN01	13113	20327	19774	2011/08/18	2011/08/26	Scaffold	Polish Consortium of Cucumber Genome Sequencing	SAMN02981244
Glomerella graminicola M1.001	645133	PRJNA37879	37879	Fungi	Ascomycetes	51.6443	49.1	GCA_000149035.1	-	1	-	ACOD01	654	12359	12004	2009/08/05	2014/08/06	Scaffold	Broad Institute	SAMN02953757
Gorilla gorilla gorilla	9595	PRJEA31265	31265	Animals	Mammals	3035.66	41.1708	GCA_000151905.1	24	1	-	CABD02	57197	31334	33665	2008/10/19	2012/12/06	Chromosome	Wellcome Trust Sanger Institute	-
Gorilla gorilla	9593	PRJNA18247	18247	Animals	Mammals	3.0229	41.2	GCA_000167515.2	-	-	-	AAGL01	4856	-	-	2006/11/09	2007/11/09	Contig	Institute of Molecular Biotechnology, Genome Analysis, Germany, Jena	SAMN02981220
Amaranthus tuberculatus	277990	PRJNA38543	38543	Plants	Land Plants	4.34798	35	GCA_000180655.1	-	-	-	ACQK01	-	-	-	2009/06/22	2013/11/01	Contig	University of Illinois	SAMN00008865
Metarhizium anisopliae ARSEF 23	655844	PRJNA38717	38717	Fungi	Ascomycetes	39.1453	51.5	GCA_000187425.1	-	-	-	ADNJ01	176	10726	10583	2011/01/31	2014/05/05	Scaffold	Metarhizium genome sequencing Consortium	SAMN02981260
Tuber melanosporum	39416	PRJEA38847	38847	Fungi	Ascomycetes	124.946	44.9	GCA_000151645.1	-	-	-	CABJ01	398	7496	7496	2010/04/27	2010/05/20	Scaffold	The French-Italian Tuber Genome Consortium	-
Phanerochaete carnosa HHB-10118-sp	650164	PRJNA38425	38425	Fungi	Basidiomycetes	46.2933	53.1	GCA_000300595.1	-	-	-	AEHB01	1137	14087	13925	2012/10/01	2014/03/27	Scaffold	DOE Joint Genome Institute	SAMN02981278
Gaeumannomyces graminis var. tritici R3-111a-1	644352	PRJNA37931	37931	Fungi	Ascomycetes	43.7687	56.8	GCA_000145635.1	-	-	-	ADBI01	517	14749	14650	2010/07/14	2012/08/22	Scaffold	Broad Institute	SAMN02981249
Magnaporthe poae ATCC 64411	644358	PRJNA37933	37933	Fungi	Ascomycetes	39.6418	56.9	GCA_000193285.1	-	-	-	ADBL01	206	-	-	2011/03/18	2011/03/21	Scaffold	Broad Institute	SAMN02981251
Hamiltosporidium tvaerminnensis OER-3-3	657448	PRJNA39213	39213	Fungi	Other Fungi	13.2708	26.5	GCA_000180835.1	-	-	-	ACSZ01	-	-	-	2009/09/30	2014/08/06	Contig	University of British Columbia	SAMN02953763
Sordaria macrospora	5147	PRJNA39253	39253	Fungi	Ascomycetes	39.955	52.5	GCA_000182805.1	-	-	-	CABT01	4783	11315	10827	2009/12/10	2012/05/31	Contig	Ruhr University Bochum, Department of General and Molecular Botany	-
Geomyces destructans 20631-21	658429	PRJNA39257	39257	Fungi	Ascomycetes	30.6849	50	GCA_000184105.1	-	1	-	AEFC01	1847	9225	9153	2010/12/02	2011/01/07	Scaffold	Broad Institute	SAMN02981273
Schizosaccharomyces cryophilus OY26	653667	PRJNA38373	38373	Fungi	Ascomycetes	11.5548	37.7	GCA_000004155.2	-	-	-	ACQJ02	30	5494	5180	2009/11/13	2014/08/06	Scaffold	Broad Institute	SAMN02953762
Trichophyton verrucosum HKI 0517	663202	PRJNA39693	39693	Fungi	Ascomycetes	22.541	48.2	GCA_000151505.1	-	-	-	ACYE01	523	8086	8028	2010/03/17	2014/08/06	Scaffold	Arthroderma Genome Sequencing Consortium	SAMN02953766
Micromonas pusilla CCMP1545	564608	PRJNA15678	15678	Plants	Green Algae	22.0001	65.8584	GCA_000151265.1	-	1	-	ACCP01	22	10288	10269	2009/04/07	2014/08/06	Scaffold	Micromonas Genome Consortium	SAMN02953743
Grosmannia clavigera kw1407	655863	PRJNA39837	39837	Fungi	Ascomycetes	29.794	53.4	GCA_000143105.2	-	-	-	ACXQ02	289	8312	8312	2009/09/04	2014/08/06	Scaffold	The Tria Project	SAMN02953765
Grosmannia clavigera kw1407	655863	PRJNA39837	39837	Fungi	Ascomycetes	29.5217	53.3	GCA_000143125.1	-	-	-	ACYC01	1443	-	-	2009/09/04	2014/08/06	Scaffold	The Tria Project	SAMN02953765
Metarhizium acridum CQMa 102	655827	PRJNA38715	38715	Fungi	Ascomycetes	39.4223	49.9	GCA_000187405.1	-	-	-	ADNI01	241	9974	9849	2011/01/31	2014/05/05	Scaffold	Metarhizium genome sequencing Consortium	SAMN02981259
Zygosaccharomyces bailii CLIB 213	1333698	PRJEB1908	211734	Fungi	Ascomycetes	10.2688	42.5	GCA_000442885.1	-	-	-	-	27	5244	4723	-	-	Scaffold	INRAMONTPELLIER	-
Procavia capensis	9813	PRJNA13972	13972	Animals	Mammals	2985.26	41.1	GCA_000152225.1	-	-	-	ABRQ01	295006	-	-	2008/09/19	2008/10/07	Scaffold	Baylor College of Medicine	-
Puccinia striiformis f. sp. tritici CY32	1240226	PRJNA176877	176877	Fungi	Basidiomycetes	130.485	44.8	GCA_000474995.1	-	-	-	ANHQ01	4279	-	-	2013/09/30	2014/08/11	Scaffold	BGI	SAMN02981480
Puccinia striiformis f. sp. tritici PST-130	875184	PRJNA51241	51241	Fungi	Basidiomycetes	64.7866	44.5	GCA_000223505.1	-	-	-	AEEW01	-	-	-	2011/08/16	2014/08/04	Contig	Plant Sciences Dept, UC Davis	SAMN00025370
Puccinia striiformis f. sp. tritici PST43	1262393	PRJNA181957	181957	Fungi	Basidiomycetes	70.6739	44.2	GCA_000342525.1	-	-	-	AORQ01	-	-	-	2013/03/01	2013/04/25	Contig	UC Davis	SAMN01818050
Puccinia striiformis f. sp. tritici PST21	1262394	PRJNA181959	181959	Fungi	Basidiomycetes	73.0475	44.4	GCA_000342545.1	-	-	-	AORR01	-	-	-	2013/03/01	2013/04/25	Contig	UC Davis	SAMN01818051
Puccinia striiformis f. sp. tritici 08/21	1262395	PRJNA181960	181960	Fungi	Basidiomycetes	56.2671	44.2	GCA_000342565.1	-	-	-	AORS01	-	-	-	2013/03/01	2013/04/25	Contig	UC Davis	SAMN01818052
Puccinia striiformis f. sp. tritici 87/7	1262396	PRJNA181962	181962	Fungi	Basidiomycetes	53.3988	44.1	GCA_000342625.1	-	-	-	AORT01	-	-	-	2013/03/01	2013/04/25	Contig	UC Davis	SAMN01818053
Microbotryum violaceum p1A1 Lamole	683840	PRJNA41281	41281	Fungi	Basidiomycetes	26.1389	55.4	GCA_000166175.1	-	-	-	AEIJ01	1231	7500	7819	2010/11/05	2014/05/13	Scaffold	Broad Institute	SAMN02777054
Epichloe festucae Fl1	877507	PRJNA51625	51625	Fungi	Ascomycetes	35.105	44.1	GCA_000226195.1	-	-	-	AFRX01	799	-	-	2011/09/19	2011/09/20	Scaffold	University of Kentucky	SAMN02981348
Epichloe festucae E2368	696363	PRJNA42133	42133	Fungi	Ascomycetes	35.0416	44.3	GCA_000151575.2	-	-	-	ADFL02	1398	-	-	2010/01/05	2011/11/21	Scaffold	University of Kentucky	SAMN02981256
Mchenga conophoros	35575	PRJNA29477	29477	Animals	Fishes	73.4256	41.9	GCA_000150855.1	-	-	-	ABPJ01	61923	-	-	2008/06/20	2014/08/04	Scaffold	Cichlid Genome Consortium	SAMN02743801
Cochliobolus heterostrophus C5	701091	PRJNA42739	42739	Fungi	Ascomycetes	36.4567	49.8	GCA_000338975.1	-	-	-	AIDY01	68	13456	13316	2013/02/08	2014/08/04	Scaffold	JGI	SAMN00006316
Bipolaris maydis ATCC 48331	665024	PRJNA83117	83117	Fungi	Ascomycetes	32.9292	50.7	GCA_000354255.1	-	-	-	AIHU01	207	12809	12705	2013/04/06	2014/08/01	Scaffold	JGI	SAMN00113370
Encephalitozoon intestinalis ATCC 50506	876142	PRJNA42703	42703	Fungi	Other Fungi	2.2169	41.5182	GCA_000146465.1	11	-	-	-	11	1892	1833	2010/08/16	2014/03/07	Chromosome with gaps	Keeling lab, University of British Columbia	-
Dictyostelium fasciculatum	261658	PRJNA40189	40189	Protists	Other Protists	31.0192	33.8	GCA_000203815.1	-	-	-	ADHC01	25	16871	16524	2011/04/07	2014/08/06	Scaffold	Leibniz Institute for Age Research - Fritz Lipmann Institute	SAMN02953769
Polysphondylium pallidum PN500	670386	PRJNA40191	40191	Protists	Other Protists	32.9702	32.0981	GCA_000004825.1	-	-	1	ADBJ01	43	12621	12367	2009/12/15	2014/08/06	Scaffold	Leibniz Institute for Age Research - Fritz Lipmann Institute	SAMN02953767
Wuchereria bancrofti	6293	PRJNA37759	37759	Animals	Roundworms	81.5092	29.7	GCA_000180755.1	-	-	-	ADBV01	-	19447	19323	2010/02/03	2014/08/06	Contig	Broad Institute	SAMN02953768
Mayetiola destructor	39758	PRJNA45867	45867	Animals	Insects	185.828	33.2	GCA_000149185.1	-	-	-	AEGA01	24475	-	-	2010/09/29	2014/08/06	Scaffold	Baylor College of Medicine	SAMN02953781
Hyaloperonospora arabidopsidis Emoy2	559515	PRJNA30969	30969	Protists	Other Protists	78.3805	47.2	GCA_000173235.2	-	-	-	ABWE02	3108	-	-	2008/09/12	2014/08/06	Scaffold	Washington University Genome Sequencing Center	SAMN02953736
Labeotropheus fuelleborni	57307	PRJNA29479	29479	Animals	Fishes	70.8584	42.2	GCA_000150875.1	-	-	-	ABPK01	58245	-	-	2008/06/20	2014/08/01	Scaffold	Cichlid Genome Consortium	SAMN02743802
Melanochromis auratus	27751	PRJNA29481	29481	Animals	Fishes	68.2386	41.6	GCA_000150895.1	-	-	-	ABPL01	63297	-	-	2008/06/20	2014/08/01	Scaffold	Cichlid Genome Consortium	SAMN02743803
Maylandia zebra	106582	PRJNA60369	60369	Animals	Fishes	849.595	41.9	GCA_000238955.2	-	-	-	AGTA02	3725	25090	38798	2011/12/01	2013/11/06	Scaffold	Broad Institute	SAMN00139642
Maylandia zebra	106582	PRJNA29483	29483	Animals	Fishes	79.1683	42.5	GCA_000150915.1	-	-	-	ABPM01	65094	-	-	2008/06/21	2014/08/01	Scaffold	Cichlid Genome Consortium	SAMN02743804
Rhamphochromis esox	163638	PRJNA29485	29485	Animals	Fishes	71.2951	42.4	GCA_000150935.1	-	-	-	ABPN01	55751	-	-	2008/06/23	2014/08/01	Scaffold	Cichlid Genome Consortium	SAMN02743805
Nothobranchius furzeri	105023	PRJNA29535	29535	Animals	Fishes	5.31692	44.9	GCA_000182035.1	-	-	-	ABLO01	5299	-	-	2009/03/17	2014/08/04	Contig	Leibniz Institute for Age Research - Fritz Lipmann Institute (FLI)	SAMN00000222
Nothobranchius furzeri	105023	PRJNA33315	33315	Animals	Fishes	5.25286	44.3	GCA_000182215.1	-	-	-	ACCZ01	5617	-	-	2009/03/17	2009/03/17	Contig	Leibniz Institute for Age Research - Fritz Lipmann Institute, Jena, Germany	SAMN02981240
Nothobranchius kuhntae	321403	PRJNA33401	33401	Animals	Fishes	5.23461	44.8	GCA_000173855.1	-	-	-	ACDA01	5934	-	-	2009/03/17	2009/03/17	Contig	Leibniz Institute for Age Research - Fritz Lipmann Institute, Jena, Germany	SAMN02981241
Clonorchis sinensis	79923	PRJDA72781	72781	Animals	Flatworms	547.288	44.1	GCA_000236345.1	-	-	-	BADR02	4348	13634	13634	2011/09/03	2011/12/20	Scaffold	Department of Parasitology, Zhongshan School of Medicine, Sun Yat-sen University	-
Anopheles stephensi	30069	PRJNA167914	167914	Animals	Insects	221.324	44.8	GCA_000300775.2	-	-	-	ALPR02	23371	-	-	2012/10/01	2013/07/19	Scaffold	Virgina Tech	SAMN02195186
Anopheles stephensi	30069	PRJNA191554	191554	Animals	Insects	225.369	45	GCA_000349045.1	-	-	-	APCG01	1110	-	-	2013/03/25	2014/08/06	Scaffold	Broad Institute	SAMN02953837
Dicentrarchus labrax	13489	PRJEA39865	39865	Animals	Fishes	98.2281	40.3	GCA_000180815.1	-	-	-	CABK01	-	-	-	2010/01/14	2010/01/14	Contig	European seabass sequencing consortium	-
Gadus morhua	8049	PRJNA41391	41391	Animals	Fishes	824.311	45.6	GCA_000231765.1	-	-	-	CAEA01	427427	-	-	2011/08/25	2011/08/25	Scaffold	Genofisk	-
Phoenix dactylifera	42345	PRJNA83433	83433	Plants	Land Plants	556.481	40.1056	GCA_000413155.1	-	2	-	ATBV01	80317	29558	38989	2013/06/19	2013/06/24	Scaffold	King Abdulaziz City for Science and Technology	SAMN02981540
Phoenix dactylifera	42345	PRJNA40349	40349	Plants	Land Plants	381.563	38.6	GCA_000181215.2	-	-	-	ACYX02	57277	-	-	2009/10/09	2011/05/31	Scaffold	Weill Cornell Medical College in Qatar	SAMN02981245
Elaeis guineensis	51953	PRJNA192219	192219	Plants	Land Plants	1535.02	40.1987	GCA_000442705.1	16	-	-	ASJS01	40348	-	-	2013/07/26	2013/08/13	Chromosome	Orion Genomics	SAMN02981535
Loa loa	7209	PRJNA37757	37757	Animals	Roundworms	86.8069	31	GCA_000183805.1	-	-	-	ADBU01	14334	16465	16281	2010/02/03	2014/07/08	Contig	Broad Institute	-
Onchocerca volvulus	6282	PRJNA37761	37761	Animals	Roundworms	25.9931	32.5	GCA_000180695.1	-	-	-	ADBW01	-	-	-	2010/02/02	2013/11/01	Contig	Broad Institute	SAMN00103044
Coccomyxa subellipsoidea C-169	574566	PRJNA32657	32657	Plants	Green Algae	48.8266	52.9	GCA_000258705.1	-	-	-	AGSI01	29	9915	9839	2012/04/13	2014/08/01	Contig	JGI	SAMN02744078
Cryptomonas paramecium	2898	PRJNA51145	51145	Protists	Other Protists	0.487066	26.1693	-	3	-	-	-	-	519	466	2011/03/30	2011/04/22	Complete	Department of Biochemistry & Molecular Biology, Dalhousie University	-
Anopheles funestus	62324	PRJNA67223	67223	Animals	Insects	225.224	41.6	GCA_000349085.1	-	-	-	APCI01	1392	-	-	2013/03/25	2013/11/01	Scaffold	Broad Institute	SAMN01087923
Amphimedon queenslandica	400682	PRJNA39517	39517	Animals	Other Animals	166.7	37.5008	GCA_000090795.1	-	1	-	ACUQ01	13398	10815	9827	2010/05/19	2014/05/05	Scaffold	US DOE Joint Genome Institute (JGI-PGF)	SAMN02743868
Ailuropoda melanoleuca	9646	PRJNA38683	38683	Animals	Mammals	2299.49	41.6	GCA_000004335.1	-	-	-	ACTA01	81466	22586	17538	2009/12/12	2013/11/01	Scaffold	Beijing Genomics Institute, Shenzhen	SAMN00008160
Alatina moseri	675638	PRJNA41627	41627	Animals	Other Animals	1544.15	43.3	GCA_000260875.1	-	-	-	AHZO01	-	-	-	2012/05/01	2013/11/01	Contig	Smithsonian Institution Natural History Museum	SAMN00009560
Ectocarpus siliculosus	2880	PRJEA42625	42625	Other	Other	195.811	53.2	GCA_000310025.1	34	-	-	CABU01	1561	4078	4005	2010/06/19	2010/06/19	Chromosome	Genoscope - CEA	-
Tetranychus urticae	32264	PRJEA71041	71041	Animals	Other Animals	90.8155	32.3	GCA_000239435.1	-	-	-	CAEY01	640	-	-	2011/12/02	2011/12/02	Scaffold	Spider mite consortium	-
Drosophila albomicans	7291	PRJNA39511	39511	Animals	Insects	253.56	38.4	GCA_000298335.1	-	-	-	ACVV01	26354	-	-	2012/09/18	2014/08/04	Scaffold	Kunming Institute of Zoology, Chinese Academy of Sciences	SAMN00003213
Lepeophtheirus salmonis	72036	PRJNA40179	40179	Animals	Other Animals	790.052	31	GCA_000181255.2	-	-	-	ADND02	-	-	-	2010/04/02	2014/08/04	Contig	GiLS	SAMN00016741
Pogonomyrmex barbatus	144034	PRJNA45797	45797	Animals	Insects	235.646	36.5	GCA_000187915.1	-	-	-	ADIH01	4645	-	-	2011/02/04	2014/08/06	Scaffold	The Ant Genomics Consortium	SAMN02953770
Linepithema humile	83485	PRJNA45799	45799	Animals	Insects	219.501	37.7	GCA_000217595.1	-	-	-	ADOQ01	3030	-	-	2011/06/07	2014/05/08	Scaffold	The Ant Genomics Consortium	SAMN02767796
Ceratitis capitata	7213	PRJNA168120	168120	Animals	Insects	484.789	36.4995	GCA_000347755.1	-	1	-	AOHK01	1824	15727	20674	2013/03/20	2014/08/06	Scaffold	The i5k Initiative	SAMN02953830
Bombus terrestris	30195	PRJNA45869	45869	Animals	Insects	248.654	38.0986	GCA_000214255.1	18	-	-	AELG01	5678	10178	10573	2010/12/10	2011/07/20	Chromosome	Baylor College of Medicine	SAMN00009041
Apis florea	7463	PRJNA45871	45871	Animals	Insects	230.468	34.9	GCA_000184785.1	-	-	-	AEKZ01	7945	10144	9622	2010/12/10	2014/08/04	Scaffold	Baylor College of Medicine	SAMN00009081
Dictyostelium firmibasis	79012	PRJNA45875	45875	Protists	Other Protists	30.5597	24.8	GCA_000277485.1	-	-	-	AJWH01	997	-	-	2012/07/09	2014/08/04	Scaffold	BCM-HGSC	SAMN00009465
Dictyostelium citrinum	361072	PRJNA45877	45877	Protists	Other Protists	26.2518	25.2	GCA_000286055.1	-	-	-	AJWG01	1772	-	-	2012/08/08	2013/11/14	Scaffold	BCM-HGSC	SRS011751
Dictyostelium intermedium	361076	PRJNA45879	45879	Protists	Other Protists	30.5295	24.8	GCA_000277465.1	-	-	-	AJWI01	3111	-	-	2012/07/09	2014/08/04	Scaffold	BCM-HGSC	SAMN00009523
Polysphondylium violaceum	133409	PRJNA45881	45881	Protists	Other Protists	25.7234	31.8	GCA_000277445.1	-	-	-	AJWJ01	1228	-	-	2012/07/09	2014/08/04	Contig	BCM-HGSC	SAMN00009515
Cricetulus griseus	10029	PRJNA69991	69991	Animals	Mammals	2399.79	41.6	GCA_000223135.1	-	1	-	AFTD01	109152	27843	31557	2011/08/03	2013/03/12	Scaffold	Beijing Genomics Institute	SAMN02981352
Cricetulus griseus	10029	PRJNA189319	189319	Animals	Mammals	2332.77	41.3	GCA_000448345.1	-	-	-	APMK01	28749	21779	29144	2013/08/08	2013/09/23	Scaffold	CeBiTec, Bielefeld University	SAMN02981520
Cricetulus griseus	10029	PRJNA167053	167053	Animals	Mammals	2360.13	41.5	GCA_000419365.1	-	-	-	AMDS01	52710	27545	29983	2013/07/08	2013/07/23	Scaffold	Beijing Genomics Institution-shenzhen	SAMN02981459
Anas platyrhynchos	8839	PRJNA46621	46621	Animals	Birds	1105.05	41.2001	GCA_000355885.1	-	1	-	ADON01	78488	16376	23171	2013/04/02	2013/06/17	Scaffold	State Key Laboratory for Agrobiotechnology, China Agricultural University, Beijing	SAMN00011637
Rhipicephalus microplus	6941	PRJNA46685	46685	Animals	Other Animals	144.692	41.6	GCA_000181235.2	-	-	-	ADMZ02	-	-	-	2010/06/23	2014/08/06	Contig	USDA-ARS	SAMN02953771
Melampsora larici-populina 98AG31	747676	PRJNA46711	46711	Fungi	Basidiomycetes	101.129	41	GCA_000204055.1	-	-	-	AECX01	462	16380	16372	2011/04/12	2014/08/01	Scaffold	US DOE Joint Genome Institute (JGI-PGF)	SAMN02744053
Mucor circinelloides f. circinelloides 1006PhL	1220926	PRJNA172437	172437	Fungi	Other Fungi	36.3485	39.5	GCA_000401635.1	-	-	-	AOCY01	470	12410	12227	2013/05/24	2014/08/04	Scaffold	Broad Institute	SAMN00103456
Chaetomium thermophilum var. thermophilum DSM 1495	759272	PRJNA47065	47065	Fungi	Ascomycetes	28.3228	52.6	GCA_000221225.1	-	-	-	ADUW01	21	7475	7165	2011/07/19	2014/01/24	Scaffold	EMBL	SAMN02981263
Astrammina rara	46078	PRJNA47149	47149	Protists	Other Protists	1.45009	42	GCA_000211355.2	-	-	-	ADNL01	3231	-	-	2011/04/27	2014/08/06	Contig	Wadsworth Center, NYSDOH	SAMN02953772
Atta cephalotes	12957	PRJNA48091	48091	Animals	Insects	317.691	32.5993	GCA_000143395.2	-	1	-	ADTU01	2836	-	-	2010/05/11	2014/08/06	Scaffold	Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine	SAMN02953774
Cajanus cajan	3821	PRJNA68667	68667	Plants	Land Plants	510.809	33.7	GCA_000230855.1	-	-	-	AFSP01	-	-	-	2011/10/17	2011/10/19	Contig	AKI-PGI	SAMN02981351
Patiria miniata	46514	PRJNA49323	49323	Animals	Other Animals	811.029	40.2	GCA_000285935.1	-	-	-	AKZP01	60183	-	-	2012/08/07	2014/08/06	Scaffold	Sea Urchin Genome Sequencing Consortium	SAMN02953819
Solenopsis invicta	13686	PRJNA49629	49629	Animals	Insects	396.009	36.2	GCA_000188075.1	-	-	-	AEAQ01	69510	14180	14180	2011/02/03	2014/08/06	Scaffold	Université de Lausanne	SAMN02953778
Kluyveromyces aestuarii ATCC 18862	854826	PRJNA49737	49737	Fungi	Ascomycetes	9.91011	38.3	GCA_000179355.1	-	-	-	AEAS01	336	-	-	2010/07/14	2011/05/19	Contig	University of California, SF	SAMN02981269
Exophiala dermatitidis NIH/UT8656	858893	PRJNA64935	64935	Fungi	Ascomycetes	26.3768	51.5	GCA_000230625.1	-	1	-	AFPA01	11	9315	9562	2011/10/14	2014/08/04	Scaffold	Broad Institute	SAMN00760826
Harpegnathos saltator	610380	PRJNA50203	50203	Animals	Insects	294.466	45.2	GCA_000147195.1	-	-	-	AEAC01	8893	17624	15127	2010/08/27	2013/11/01	Scaffold	BGI-Shenzhen, Shenzhen 518083, China	SAMN00016742
Camponotus floridanus	104421	PRJNA50201	50201	Animals	Insects	232.685	34.3	GCA_000147175.1	-	-	-	AEAB01	10791	16440	14864	2010/08/27	2014/08/06	Scaffold	BGI-Shenzhen, Shenzhen 518083, China	SAMN02953777
Erysiphe pisi	36044	PRJEA50315	50315	Fungi	Ascomycetes	69.261	39.2	GCA_000208805.1	-	-	-	CACM01	35300	-	-	2011/02/15	2011/10/19	Contig	Max-Planck-Institute for Plant Breeding Research	-
