#Organism/Name	Kingdom	Group	SubGroup	Plasmid Name	RefSeq	INSDC	Size (Kb)	GC%	Protein	rRNA	tRNA	Other RNA	Gene	Pseudogene
Corynebacterium glutamicum ATCC 21086	Bacteria	Actinobacteria	Actinobacteria	pBl1	NC_010243.1	AF092037	4.447	53.4068	1	-	-	-	1	-
Corynebacterium glutamicum LP-6	Bacteria	Actinobacteria	Actinobacteria	pGA2	NC_004535.1	AY172687	19.218	50.5724	15	-	-	-	15	-
Corynebacterium glutamicum ATCC 31832	Bacteria	Actinobacteria	Actinobacteria	pCG2	NC_004534.1	AY172685	6.758	50.947	6	-	-	-	6	-
Corynebacterium glutamicum 22243	Bacteria	Actinobacteria	Actinobacteria	R-plasmid pAG1	NC_001415.1	AF121000	19.751	58.9793	19	-	-	-	19	-
Corynebacterium glutamicum 227	Bacteria	Actinobacteria	Actinobacteria	pXZ608	NC_004941.1	AF479770	5.949	55.959	1	-	-	-	1	-
Corynebacterium glutamicum 22220	Bacteria	Actinobacteria	Actinobacteria	pAG3	NC_004533.1	AY172684	4.603	51.8792	6	-	-	-	6	-
Corynebacterium glutamicum ATCC 14997	Bacteria	Actinobacteria	Actinobacteria	pCGR2	NC_013726.1	AB525231	24.235	53.8684	20	-	-	-	20	-
Corynebacterium glutamicum	Bacteria	Actinobacteria	Actinobacteria	pSR1	NC_001456.1	Z22927	3.054	56.9745	2	-	-	-	2	-
Corynebacterium glutamicum ATCC 13869	Bacteria	Actinobacteria	Actinobacteria	plasmid pAM330	NC_001385.1	D00038	4.448	53.3498	2	-	-	-	2	-
Corynebacterium glutamicum 1014	Bacteria	Actinobacteria	Actinobacteria	pXZ10142	NC_002099.1	-	2.444	57.0376	5	-	-	-	5	-
Corynebacterium glutamicum	Bacteria	Actinobacteria	Actinobacteria	unnamed	-	CP007723.1	16.81	51.3801	12	-	-	-	12	-
Corynebacterium glutamicum	Bacteria	Actinobacteria	Actinobacteria	unnamed	-	CP007725.1	16.81	51.3623	12	-	-	-	12	-
Corynebacterium glutamicum R	Bacteria	Actinobacteria	Actinobacteria	pCGR1	NC_009343.1	AP009045	49.12	53.9271	28	-	-	-	28	-
Corynebacterium glycinophilum AJ 3170	Bacteria	Actinobacteria	Actinobacteria	pCgly1	-	CP006843.1	58.432	60.7869	69	-	-	-	69	-
Corynebacterium halotolerans YIM 70093 = DSM 44683	Bacteria	Actinobacteria	Actinobacteria	pCha1	NC_020303.1	CP003698	86.256	63.1956	74	-	-	-	74	-
Corynebacterium jeikeium	Bacteria	Actinobacteria	Actinobacteria	pK43	NC_002775.1	AF364477	7.617	54.6934	9	-	-	-	9	-
Corynebacterium jeikeium CJ84	Bacteria	Actinobacteria	Actinobacteria	pCJ84	NC_004953.1	AY048596	7.58	53.5092	8	-	-	-	8	-
Corynebacterium jeikeium A501	Bacteria	Actinobacteria	Actinobacteria	pA501	NC_004774.1	AY266269	19.934	55.137	21	-	-	-	23	-
Corynebacterium jeikeium K64	Bacteria	Actinobacteria	Actinobacteria	pK64	NC_003442.1	AY079086	10.904	54.1178	15	-	-	-	15	-
Corynebacterium jeikeium B85766	Bacteria	Actinobacteria	Actinobacteria	pB85766	NC_003490.1	AF486522	14.875	55.079	16	-	-	-	16	-
Corynebacterium jeikeium A505	Bacteria	Actinobacteria	Actinobacteria	pA505	NC_004773.1	AY263990	11.946	55.8681	11	-	-	-	11	-
Corynebacterium jeikeium K411	Bacteria	Actinobacteria	Actinobacteria	pKW4	NC_003080.1	AF401314	14.323	53.7737	16	-	-	-	16	-
Corynebacterium maris DSM 45190	Bacteria	Actinobacteria	Actinobacteria	pCmaris1	NC_021920.1	CP003925	45.973	61.3164	39	-	-	-	39	-
Corynebacterium renale	Bacteria	Actinobacteria	Actinobacteria	pCR1	NC_004833.1	X99132	1.488	51.8817	1	-	-	-	1	-
Corynebacterium resistens DSM 45100	Bacteria	Actinobacteria	Actinobacteria	pJA144188	NC_014167.1	FN825254	28.312	55.2522	20	-	-	-	29	7
Corynebacterium sp. L2-79-05	Bacteria	Actinobacteria	Actinobacteria	pLEW279b	NC_009129.1	DQ390457	29.854	56.361	27	-	-	-	27	-
Corynebacterium sp. L2-79-05	Bacteria	Actinobacteria	Actinobacteria	pLEW279a	NC_009128.1	DQ390458	34.606	58.6372	43	-	-	-	43	-
Corynebacterium striatum M82B	Bacteria	Actinobacteria	Actinobacteria	pTP10	NC_004939.1	AF024666	51.409	58.4975	39	-	-	-	46	-
Corynebacterium tuberculostearicum B146	Bacteria	Actinobacteria	Actinobacteria	p1B146	NC_014912.1	HM622074	4.215	53.1435	6	-	-	-	6	-
Coxiella burnetii Nine Mile Phase I	Bacteria	Proteobacteria	Gammaproteobacteria	QpH1	NC_002118.1	X75356	37.329	39.3233	37	-	-	-	37	-
Coxiella burnetii R1140	Bacteria	Proteobacteria	Gammaproteobacteria	QpDV	NC_002131.1	AF131076	32.601	39.5264	34	-	-	-	34	-
Coxiella burnetii 'MSU Goat Q177'	Bacteria	Proteobacteria	Gammaproteobacteria	QpRS	NC_010258.1	CP000914	39.281	39.6578	53	-	-	-	56	3
Coxiella burnetii CbuK_Q154	Bacteria	Proteobacteria	Gammaproteobacteria	pQpRS_K_Q154	NC_011526.1	CP001021	39.28	39.6563	42	-	-	-	44	2
Coxiella burnetii Dugway 5J108-111	Bacteria	Proteobacteria	Gammaproteobacteria	pQpDG	NC_009726.1	CP000735	54.179	39.7922	52	-	-	-	59	7
Coxiella burnetii RSA 331	Bacteria	Proteobacteria	Gammaproteobacteria	QpH1	NC_010115.1	CP000889	37.317	39.3306	45	-	-	-	54	9
Coxiella burnetii RSA 493	Bacteria	Proteobacteria	Gammaproteobacteria	pQpH1	NC_004704.1	AE016829	37.393	39.3095	30	-	-	-	35	5
Crinalium epipsammum PCC 9333	Bacteria	Cyanobacteria	Oscillatoriophycideae	pCRI9333.07	NC_019737.1	CP003627	28.455	40.3444	33	-	-	-	33	-
Crinalium epipsammum PCC 9333	Bacteria	Cyanobacteria	Oscillatoriophycideae	pCRI9333.06	NC_019755.1	CP003626	29.492	38.841	22	-	-	-	23	1
Crinalium epipsammum PCC 9333	Bacteria	Cyanobacteria	Oscillatoriophycideae	pCRI9333.03	NC_019754.1	CP003623	50.8	39.376	49	-	-	-	53	4
Crinalium epipsammum PCC 9333	Bacteria	Cyanobacteria	Oscillatoriophycideae	pCRI9333.08	NC_019756.1	CP003628	4.488	39.5945	6	-	-	-	6	-
Crinalium epipsammum PCC 9333	Bacteria	Cyanobacteria	Oscillatoriophycideae	pCRI9333.02	NC_019734.1	CP003622	53.213	39.8211	50	-	-	-	57	7
Crinalium epipsammum PCC 9333	Bacteria	Cyanobacteria	Oscillatoriophycideae	pCRI9333.05	NC_019736.1	CP003625	39.142	41.1144	33	-	-	-	38	5
Crinalium epipsammum PCC 9333	Bacteria	Cyanobacteria	Oscillatoriophycideae	pCRI9333.01	NC_019733.1	CP003621	54.978	40.94	43	-	-	-	46	3
Crinalium epipsammum PCC 9333	Bacteria	Cyanobacteria	Oscillatoriophycideae	pCRI9333.04	NC_019735.1	CP003624	44.285	40.5578	42	-	-	-	46	4
Cronobacter sakazakii ATCC 29544	Bacteria	Proteobacteria	Gammaproteobacteria	pCSA2	NC_021293.1	KC663407	5.103	55.0069	6	-	-	-	6	-
Cronobacter sakazakii ATCC BAA-894	Bacteria	Proteobacteria	Gammaproteobacteria	pESA2	NC_009779.1	CP000784	31.208	51.5829	38	-	-	-	38	-
Cronobacter sakazakii ATCC BAA-894	Bacteria	Proteobacteria	Gammaproteobacteria	pESA3	NC_009780.1	CP000785	131.196	56.8485	127	-	-	-	127	-
Cronobacter sakazakii CMCC 45402 CMCC45402	Bacteria	Proteobacteria	Gammaproteobacteria	p1	NC_023024.1	CP006732	126.488	57.2892	108	-	-	-	108	-
Cronobacter sakazakii CMCC 45402 CMCC45402	Bacteria	Proteobacteria	Gammaproteobacteria	p2	NC_023025.1	CP006733	55.913	50.3801	67	-	-	-	67	-
Cronobacter sakazakii SP291 Sp291	Bacteria	Proteobacteria	Gammaproteobacteria	pSP291-2	NC_020261.1	CP004093	52.134	49.1637	55	-	-	-	55	-
Cronobacter sakazakii SP291 Sp291	Bacteria	Proteobacteria	Gammaproteobacteria	pSP291-3	NC_020262.1	CP004094	4.422	54.0253	6	-	-	-	6	-
Cronobacter sakazakii SP291 Sp291	Bacteria	Proteobacteria	Gammaproteobacteria	pSP291-1	NC_020263.1	CP004092	118.136	57.2332	106	-	-	-	106	-
Cronobacter turicensis z3032	Bacteria	Proteobacteria	Gammaproteobacteria	pCTU2	NC_013284.1	FN543095	22.448	49.2204	32	-	-	-	32	-
Cronobacter turicensis z3032	Bacteria	Proteobacteria	Gammaproteobacteria	pCTU1	NC_013283.1	FN543094	138.339	56.0507	136	-	-	-	136	-
Cronobacter turicensis z3032	Bacteria	Proteobacteria	Gammaproteobacteria	pCTU3	NC_013285.1	FN543096	53.842	50.039	74	-	-	-	74	-
Cryphonectria parasitica KFC9	Eukaryota	Fungi	Ascomycetes	pleC9	NC_002364.1	-	1.364	44.1349	1	-	-	-	1	-
Cupriavidus metallidurans CH34	Bacteria	Proteobacteria	Betaproteobacteria	pMOL28	NC_006525.1	X90708	171.461	60.5053	114	-	-	-	114	-
Cupriavidus metallidurans CH34	Bacteria	Proteobacteria	Betaproteobacteria	pMOL30	NC_006466.1	X71400	233.755	60.1322	177	-	-	-	177	-
Cupriavidus metallidurans CH34	Bacteria	Proteobacteria	Betaproteobacteria	pMOL28	NC_007972.2	CP000355	171.459	60.5048	157	-	-	-	175	18
Cupriavidus metallidurans CH34	Bacteria	Proteobacteria	Betaproteobacteria	pMOL30	NC_007971.2	CP000354	233.72	60.1335	200	-	-	-	283	83
Cupriavidus metallidurans CH34	Bacteria	Proteobacteria	Betaproteobacteria	megaplasmid	NC_007974.2	CP000353	2580.08	63.5994	2391	6	8	-	2489	84
Cupriavidus necator N-1	Bacteria	Proteobacteria	Betaproteobacteria	pBB2	NC_015724.1	CP002880	424.14	62.8554	383	-	2	-	396	11
Cupriavidus necator N-1	Bacteria	Proteobacteria	Betaproteobacteria	pBB1	NC_015727.1	CP002879	1499.17	61.3855	1384	-	2	-	1403	17
Cupriavidus taiwanensis	Bacteria	Proteobacteria	Betaproteobacteria	pTJ86-2	NC_010903.1	DQ459357	2.229	61.5971	1	-	-	-	1	-
Cupriavidus taiwanensis	Bacteria	Proteobacteria	Betaproteobacteria	pTJ86-1	NC_010902.1	DQ459356	2.221	61.6839	1	-	-	-	1	-
Cupriavidus taiwanensis LMG 19424	Bacteria	Proteobacteria	Betaproteobacteria	pRALTA	NC_010529.1	CU633751	557.2	59.6588	519	-	-	-	576	57
Cyanobacterium aponinum PCC 10605	Bacteria	Cyanobacteria	Oscillatoriophycideae	pCYAN10605.01	NC_019777.1	CP003948	62.874	33.1711	73	-	-	-	75	2
Cyanothece sp. ATCC 51142	Bacteria	Cyanobacteria	Oscillatoriophycideae	B	NC_010541.1	CP000809	31.856	41.4584	25	-	-	-	25	-
Cyanothece sp. ATCC 51142	Bacteria	Cyanobacteria	Oscillatoriophycideae	A	NC_010539.1	CP000808	39.62	36.7996	38	-	-	-	38	-
Cyanothece sp. ATCC 51142	Bacteria	Cyanobacteria	Oscillatoriophycideae	D	NC_010543.1	CP000811	10.244	36.968	11	-	-	-	11	-
Cyanothece sp. ATCC 51142	Bacteria	Cyanobacteria	Oscillatoriophycideae	C	NC_010542.1	CP000810	14.685	38.0933	19	-	-	-	19	-
Cyanothece sp. PCC 7424	Bacteria	Cyanobacteria	Oscillatoriophycideae	pP742402	NC_011737.1	CP001293	197.705	37.3713	175	-	-	-	191	16
Cyanothece sp. PCC 7424	Bacteria	Cyanobacteria	Oscillatoriophycideae	pP742401	NC_011738.1	CP001292	328.635	37.0913	236	-	-	-	263	27
Cyanothece sp. PCC 7424	Bacteria	Cyanobacteria	Oscillatoriophycideae	pP742406	NC_011734.1	CP001297	15.219	40.1998	11	-	-	-	11	-
Cyanothece sp. PCC 7424	Bacteria	Cyanobacteria	Oscillatoriophycideae	pP742405	NC_011733.1	CP001296	18.083	38.1684	16	-	-	-	19	3
Cyanothece sp. PCC 7424	Bacteria	Cyanobacteria	Oscillatoriophycideae	pP742403	NC_011730.1	CP001294	29.239	40.6683	26	-	-	-	28	2
Cyanothece sp. PCC 7424	Bacteria	Cyanobacteria	Oscillatoriophycideae	pP742404	NC_011732.1	CP001295	22.636	39.3665	19	-	-	-	20	1
Cyanothece sp. PCC 7425	Bacteria	Cyanobacteria	Oscillatoriophycideae	pP742502	NC_011885.1	CP001346	179.973	49.0929	172	-	-	-	197	25
Cyanothece sp. PCC 7425	Bacteria	Cyanobacteria	Oscillatoriophycideae	pP742501	NC_011880.1	CP001345	196.837	48.8643	160	-	-	-	168	8
Cyanothece sp. PCC 7425	Bacteria	Cyanobacteria	Oscillatoriophycideae	pP742503	NC_011882.1	CP001347	34.726	47.1347	29	-	-	-	29	-
Cyanothece sp. PCC 7822	Bacteria	Cyanobacteria	Oscillatoriophycideae	Cy782202	NC_014534.1	CP002200	473.846	39.0967	364	-	-	-	422	58
Cyanothece sp. PCC 7822	Bacteria	Cyanobacteria	Oscillatoriophycideae	Cy782201	NC_014533.1	CP002199	879.545	38.4412	546	-	-	-	595	49
Cyanothece sp. PCC 7822	Bacteria	Cyanobacteria	Oscillatoriophycideae	Cy782204	NC_014503.1	CP002202	47.55	39.0368	28	-	-	-	32	4
Cyanothece sp. PCC 7822	Bacteria	Cyanobacteria	Oscillatoriophycideae	Cy782206	NC_014535.1	CP002204	13.777	31.872	13	-	-	-	13	-
Cyanothece sp. PCC 7822	Bacteria	Cyanobacteria	Oscillatoriophycideae	Cy782203	NC_014502.1	CP002201	291.993	38.9893	236	-	-	-	280	44
Cyanothece sp. PCC 7822	Bacteria	Cyanobacteria	Oscillatoriophycideae	Cy782205	NC_014504.1	CP002203	43.617	41.8163	33	-	-	-	36	3
Cyanothece sp. PCC 8801	Bacteria	Cyanobacteria	Oscillatoriophycideae	pP880102	NC_011723.1	CP001289	40.786	40.2295	44	-	-	-	48	4
Cyanothece sp. PCC 8801	Bacteria	Cyanobacteria	Oscillatoriophycideae	pP880103	NC_011727.1	CP001290	16.601	40.4433	11	-	-	-	12	1
Cyanothece sp. PCC 8801	Bacteria	Cyanobacteria	Oscillatoriophycideae	pP880101	NC_011721.1	CP001288	50.894	38.8533	52	-	-	-	61	9
Cyanothece sp. PCC 8802	Bacteria	Cyanobacteria	Oscillatoriophycideae	pP880202	NC_013163.1	CP001703	23.87	41.504	24	-	-	-	26	2
Cyanothece sp. PCC 8802	Bacteria	Cyanobacteria	Oscillatoriophycideae	pP880201	NC_013160.1	CP001702	75.678	39.4685	58	-	-	-	69	11
Cyanothece sp. PCC 8802	Bacteria	Cyanobacteria	Oscillatoriophycideae	pP880204	NC_013168.1	CP001705	11.263	38.2935	13	-	-	-	13	-
Cyanothece sp. PCC 8802	Bacteria	Cyanobacteria	Oscillatoriophycideae	pP880203	NC_013167.1	CP001704	22.723	39.2642	29	-	-	-	31	2
Cycloclasticus zancles 7-ME	Bacteria	Proteobacteria	Gammaproteobacteria	p7ME01	NC_021918.1	CP006601	42.347	53.2741	52	-	-	-	52	-
Cylindrospermum sp. A1345	Bacteria	Cyanobacteria	Nostocales	pCYLM02	NC_010863.1	EF452232	4.359	37.2333	6	-	-	-	6	-
Cylindrospermum sp. A1345	Bacteria	Cyanobacteria	Nostocales	pCYLM01	NC_010873.1	EF221636	2.175	42.5747	2	-	-	-	2	-
Cylindrospermum stagnale PCC 7417	Bacteria	Cyanobacteria	Nostocales	pCYLST.01	NC_020050.1	CP003643	431.821	41.2331	282	-	-	6	343	55
Cylindrospermum stagnale PCC 7417	Bacteria	Cyanobacteria	Nostocales	pCYLST.03	NC_019758.1	CP003645	20.876	38.5035	20	-	-	-	20	-
Cylindrospermum stagnale PCC 7417	Bacteria	Cyanobacteria	Nostocales	pCYLST.02	NC_019744.1	CP003644	154.332	40.8839	116	-	-	1	137	20
Deferribacter desulfuricans SSM1	Bacteria	Deferribacteres	Deferribacteres	megaplasmid pDF308	NC_013940.1	AP011530	308.544	24.4636	257	-	-	-	258	1
Deinococcus deserti VCD115	Bacteria	Deinococcus-Thermus	Deinococci	1	NC_012527.1	CP001115	324.711	60.6992	263	3	-	-	266	-
Deinococcus deserti VCD115	Bacteria	Deinococcus-Thermus	Deinococci	3	NC_012528.1	CP001117	396.459	61.4116	349	-	-	-	349	-
Deinococcus deserti VCD115	Bacteria	Deinococcus-Thermus	Deinococci	2	NC_012529.1	CP001116	314.317	63.5333	250	-	-	-	250	-
Deinococcus geothermalis DSM 11300	Bacteria	Deinococcus-Thermus	Deinococci	pDGEO01	NC_008010.2	CP000358	574.127	65.7036	519	3	-	-	527	5
Deinococcus geothermalis DSM 11300	Bacteria	Deinococcus-Thermus	Deinococci	pDGEO02	NC_009939.1	CP000856	205.686	66.6467	205	-	-	-	209	4
Deinococcus gobiensis I-0	Bacteria	Deinococcus-Thermus	Deinococci	P5	NC_017806.1	CP002196	54.602	61.8695	78	-	-	-	78	-
Deinococcus gobiensis I-0	Bacteria	Deinococcus-Thermus	Deinococci	P1	NC_017805.1	CP002192	432.699	69.8088	380	-	-	7	387	-
Deinococcus gobiensis I-0	Bacteria	Deinococcus-Thermus	Deinococci	P2	NC_017791.1	CP002193	424.524	63.8949	519	-	-	7	526	-
Deinococcus gobiensis I-0	Bacteria	Deinococcus-Thermus	Deinococci	P3	NC_017771.1	CP002194	231.6	62.9676	281	-	-	5	286	-
Deinococcus gobiensis I-0	Bacteria	Deinococcus-Thermus	Deinococci	P4	NC_017792.1	CP002195	72.036	60.4378	69	-	-	1	70	-
Deinococcus gobiensis I-0	Bacteria	Deinococcus-Thermus	Deinococci	P6	NC_017793.1	CP002197	53.428	54.7222	44	-	-	6	50	-
Deinococcus peraridilitoris DSM 19664	Bacteria	Deinococcus-Thermus	Deinococci	pDEIPE02	NC_019790.1	CP003384	75.245	61.4287	67	-	-	-	77	10
Deinococcus peraridilitoris DSM 19664	Bacteria	Deinococcus-Thermus	Deinococci	pDEIPE01	NC_019789.1	CP003383	556.63	62.0475	480	3	-	-	564	81
Deinococcus proteolyticus MRP	Bacteria	Deinococcus-Thermus	Deinococci	pDEIPR01	NC_015169.1	CP002537	314.518	66.4661	254	-	-	-	259	5
Deinococcus proteolyticus MRP	Bacteria	Deinococcus-Thermus	Deinococci	pDEIPR04	NC_015163.1	CP002540	97.188	59.2059	93	-	-	-	109	16
Deinococcus proteolyticus MRP	Bacteria	Deinococcus-Thermus	Deinococci	pDEIPR03	NC_015170.1	CP002539	132.27	66.1352	109	-	-	-	112	3
Deinococcus proteolyticus MRP	Bacteria	Deinococcus-Thermus	Deinococci	pDEIPR02	NC_015162.1	CP002538	195.8	61.427	225	-	-	-	233	8
Deinococcus radiodurans R1	Bacteria	Deinococcus-Thermus	Deinococci	CP1	NC_000959.1	AE001827	45.704	56.1942	39	-	-	-	40	-
Deinococcus radiodurans R1	Bacteria	Deinococcus-Thermus	Deinococci	MP1	NC_000958.1	AE001826	177.466	63.1929	131	-	-	-	142	9
Deinococcus radiopugnans ATCC 19172	Bacteria	Deinococcus-Thermus	Deinococci	pUE30	NC_011746.1	AB473550	2.467	58.2084	2	-	-	-	2	-
Delftia acidovorans B	Bacteria	Proteobacteria	Betaproteobacteria	pUO1	NC_005088.1	AB063332	67.066	63.6806	69	-	-	-	69	-
Delftia acidovorans LME1	Bacteria	Proteobacteria	Betaproteobacteria	pLME1	NC_019263.1	JF274988	77.429	63.8675	84	-	-	-	84	-
Delftia acidovorans CA28	Bacteria	Proteobacteria	Betaproteobacteria	pC1-1	NC_019283.1	HQ891317	74.28	64.2582	79	-	-	-	79	-
Delftia acidovorans B8c	Bacteria	Proteobacteria	Betaproteobacteria	pNB8c	NC_019264.1	JF274990	60.421	64.7507	64	-	-	-	64	-
Delftia sp. KV29	Bacteria	Proteobacteria	Betaproteobacteria	pKV29	NC_019312.1	JN648090	61.669	63.9949	64	-	-	-	65	1
Dermacoccus nishinomiyaensis	Bacteria	Actinobacteria	Actinobacteria	unnamed	-	CP008890.1	84.621	66.1018	57	-	-	-	61	4
Desulfobacterium autotrophicum HRM2	Bacteria	Proteobacteria	delta/epsilon subdivisions	pHRM2a	NC_012109.1	CP001088	68.709	41.9829	76	-	-	-	76	-
Desulfocapsa sulfexigens DSM 10523	Bacteria	Proteobacteria	delta/epsilon subdivisions	unnamed	NC_020305.1	CP003986	36.751	44.1593	38	-	-	-	38	-
Desulfohalobium retbaense DSM 5692	Bacteria	Proteobacteria	delta/epsilon subdivisions	pDRET01	NC_013224.1	CP001735	45.263	44.089	47	-	-	-	53	6
Desulfomonile tiedjei DSM 6799	Bacteria	Proteobacteria	delta/epsilon subdivisions	pDESTI.01	NC_018026.1	CP003361	26.923	52.6836	25	-	-	-	25	-
Desulfosporosinus acidiphilus SJ4	Bacteria	Firmicutes	Clostridia	pDESACI.01	NC_018066.1	CP003640	60.447	39.509	70	-	-	-	73	2
Desulfosporosinus acidiphilus SJ4	Bacteria	Firmicutes	Clostridia	pDESACI.02	NC_018067.1	CP003641	3.897	43.3154	4	-	-	-	4	-
Desulfotalea psychrophila LSv54	Bacteria	Proteobacteria	delta/epsilon subdivisions	small	NC_006140.1	-	14.664	28.5597	17	-	-	-	17	-
Desulfotalea psychrophila LSv54	Bacteria	Proteobacteria	delta/epsilon subdivisions	large	NC_006139.1	-	121.587	43.6066	101	-	-	-	101	-
Desulfovibrio gigas DSM 1382 = ATCC 19364	Bacteria	Proteobacteria	delta/epsilon subdivisions	unnamed	NC_022436.1	CP006586	102.023	63.3651	72	-	-	-	75	3
Desulfovibrio hydrothermalis AM13 = DSM 14728	Bacteria	Proteobacteria	delta/epsilon subdivisions	DESAM_p	NC_019953.1	FO203523	5.328	51.1261	5	-	-	-	5	-
Desulfovibrio magneticus RS-1	Bacteria	Proteobacteria	delta/epsilon subdivisions	pDMC2	NC_012795.1	AP010906	8.867	37.1715	10	-	-	-	10	-
Desulfovibrio magneticus RS-1	Bacteria	Proteobacteria	delta/epsilon subdivisions	pDMC1	NC_012797.1	AP010905	58.704	58.025	65	-	-	-	65	-
Desulfovibrio sp. FW1012B	Bacteria	Proteobacteria	delta/epsilon subdivisions	pFW10101	NZ_CM001369.1	CM001369	97.864	66.8489	78	-	-	-	78	-
Desulfovibrio sp. FW1012B	Bacteria	Proteobacteria	delta/epsilon subdivisions	pFW10102	NZ_CM001370.1	CM001370	21.111	57.4535	20	-	-	-	21	1
Desulfovibrio vulgaris DP4	Bacteria	Proteobacteria	delta/epsilon subdivisions	pDVUL01	NC_008741.1	CP000528	198.504	65.6883	150	-	-	-	150	-
Desulfovibrio vulgaris RCH1	Bacteria	Proteobacteria	delta/epsilon subdivisions	pDEVAL01	NC_017311.1	CP002298	202.305	65.6845	154	-	-	-	156	2
Desulfovibrio vulgaris str. Hildenborough	Bacteria	Proteobacteria	delta/epsilon subdivisions	pDV	NC_005863.1	AE017286	202.301	65.6848	156	-	-	1	157	-
Desulfurella acetivorans A63	Bacteria	Proteobacteria	delta/epsilon subdivisions	unnamed	-	CP007052.1	3.505	33.1812	3	-	-	-	3	-
Dichelobacter nodosus	Bacteria	Proteobacteria	Gammaproteobacteria	DN1	NC_002636.1	Y19120	5.112	62.3435	7	-	-	-	7	-
Dictyostelium discoideum AX4 WS2162	Eukaryota	Protists	Other Protists	Ddp5	NC_001889.1	AF000580	14.955	25.3427	6	-	-	-	6	-
Dictyostelium firmibasis CR II 2B	Eukaryota	Protists	Other Protists	Dfp1	NC_001923.1	AF076279	5.015	23.9482	1	-	-	-	1	-
Dictyostelium giganteum DG61	Eukaryota	Protists	Other Protists	Dgp1	NC_001888.1	U94491	4.481	24.2133	1	-	-	-	1	-
Dinoroseobacter shibae DFL 12 = DSM 16493	Bacteria	Proteobacteria	Alphaproteobacteria	pDSHI01	NC_009955.1	CP000831	190.506	60.1293	195	-	-	-	196	1
Dinoroseobacter shibae DFL 12 = DSM 16493	Bacteria	Proteobacteria	Alphaproteobacteria	pDSHI05	NC_009959.1	CP000835	72.296	68.8738	73	-	-	-	73	-
Dinoroseobacter shibae DFL 12 = DSM 16493	Bacteria	Proteobacteria	Alphaproteobacteria	pDSHI03	NC_009957.1	CP000833	126.304	60.5278	135	-	-	-	136	1
Dinoroseobacter shibae DFL 12 = DSM 16493	Bacteria	Proteobacteria	Alphaproteobacteria	pDSHI02	NC_009956.1	CP000832	152.97	65.152	137	-	-	-	137	-
Dinoroseobacter shibae DFL 12 = DSM 16493	Bacteria	Proteobacteria	Alphaproteobacteria	pDSHI04	NC_009958.1	CP000834	86.208	61.0454	68	-	-	-	68	-
Edwardsiella ictaluri 19s	Bacteria	Proteobacteria	Gammaproteobacteria	19-pEI1	NC_020281.1	KC237287	3.951	50.0886	3	-	-	-	3	-
Edwardsiella ictaluri 19s	Bacteria	Proteobacteria	Gammaproteobacteria	pEI3	NC_020280.1	KC249996	5.022	52.0311	7	-	-	-	7	-
Edwardsiella ictaluri 2s	Bacteria	Proteobacteria	Gammaproteobacteria	pEI1	NC_020279.1	KC237288	3.94	50.1015	3	-	-	-	3	-
Edwardsiella ictaluri HSN-1	Bacteria	Proteobacteria	Gammaproteobacteria	PEI1	NC_021835.1	KC291146	3.961	50.0631	1	-	-	-	1	-
Edwardsiella ictaluri HSN-1	Bacteria	Proteobacteria	Gammaproteobacteria	PEI2	NC_021836.1	KC291147	5.644	51.1162	2	-	-	-	2	-
Edwardsiella ictaluri	Bacteria	Proteobacteria	Gammaproteobacteria	pEI1	NC_002497.1	AF244083	4.807	51.1546	5	-	-	-	5	-
Edwardsiella ictaluri	Bacteria	Proteobacteria	Gammaproteobacteria	pEI2	NC_002498.1	AF244084	5.643	51.1253	2	-	-	-	2	-
Edwardsiella ictaluri 2s	Bacteria	Proteobacteria	Gammaproteobacteria	2s-pEI2	NC_020295.1	KC286618	9.103	51.0381	6	-	-	1	8	-
Edwardsiella ictaluri CAF 258	Bacteria	Proteobacteria	Gammaproteobacteria	pEI1	NC_020282.1	KC237289	5.674	51.5333	4	-	-	-	4	-
Edwardsiella tarda CK41	Bacteria	Proteobacteria	Gammaproteobacteria	pCK41	NC_014725.1	HQ332785	72.832	53.9008	84	-	-	-	84	-
Edwardsiella tarda EIB202	Bacteria	Proteobacteria	Gammaproteobacteria	pEIB202	NC_013509.1	CP001136	43.703	57.3256	53	-	-	-	53	-
Edwardsiella tarda FL6-60	Bacteria	Proteobacteria	Gammaproteobacteria	pFL6-60	NC_017318.1	CP002155	44.194	51.4346	62	-	-	-	62	-
Eikenella corrodens 1073	Bacteria	Proteobacteria	Betaproteobacteria	pMU1	NC_007093.1	AB193120	8.696	47.7346	7	-	-	-	7	-
Emticicia oligotrophica DSM 17448	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	pEMTOL05	NC_018745.1	CP002966	34.141	31.7478	23	-	-	-	25	2
Emticicia oligotrophica DSM 17448	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	pEMTOL03	NC_018743.1	CP002964	58.952	36.6264	28	-	-	-	34	6
Emticicia oligotrophica DSM 17448	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	pEMTOL01	NC_018742.1	CP002962	190.222	34.0912	163	-	-	-	168	5
Emticicia oligotrophica DSM 17448	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	pEMTOL04	NC_018744.1	CP002965	38.576	34.0056	23	-	-	-	26	3
Emticicia oligotrophica DSM 17448	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	pEMTOL02	NC_018749.1	CP002963	100.312	34.2133	80	-	-	-	83	3
